dfi_source,project_id,client_name,project_name,country,region,sector,investment_type,commitment_amount_usd,commitment_currency,commitment_amount_original,approval_date,signing_date,status,es_category,description,project_url,domicile,date_added,country_standardized,is_multi_country,region_standardized,sector_standardized,status_standardized,investment_type_standardized,fund_focus_sector,duplicate_flag
DFC,9000104988,,Syrian Arab Republic,Syria,MENA,Finance and Insurance,DI,6122262.02,USD,6122262.02,1979,,,,12220 - Basic Health Care,,,2026-04-06,Syria,False,Middle East and North Africa,Healthcare,,Equity,,
DFC,9000104987,,Syrian Arab Republic,Syria,MENA,Finance and Insurance,DI,4211217.15,USD,4211217.15,1979,,,,21020 - Road Transport,,,2026-04-06,Syria,False,Middle East and North Africa,Infrastructure and Transport,,Equity,,
DFC,9000105062,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,1936695.95,USD,1936695.95,1979,,,,31181 - Agricultural education/training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105199,,Democratic Republic Of The Sudan,Sudan,Africa,Finance and Insurance,DI,193577.91,USD,193577.91,1979,,,,60040 - Rescheduling and Refinancing,,,2026-04-06,Sudan,False,Sub-Saharan Africa,Financial Services,,Equity,,
DFC,9000105198,,Democratic Republic Of The Sudan,Sudan,Africa,Finance and Insurance,DI,99973.64,USD,99973.64,1979,,,,60040 - Rescheduling and Refinancing,,,2026-04-06,Sudan,False,Sub-Saharan Africa,Financial Services,,Equity,,
DFC,9000105044,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,2963968.81,USD,2963968.81,1980,,,,14020 - Water Supply and Sanitation - Large Systems,,,2026-04-06,Sri Lanka,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105015,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,1400000.0,USD,1400000.0,1980,,,,14010 - Water Resources Policy and Administrative Management,,,2026-04-06,Sri Lanka,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105019,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,25000000.0,USD,25000000.0,1981,,,,43040 - Rural Development,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000104996,,Republic of India,India,Asia,Finance and Insurance,DI,19999999.98,USD,19999999.98,1981,,,,31140 - Agricultural Water Resources,,,2026-06-16,India,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105106,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,531110.0,USD,531110.0,1981,,,,11420 - Higher Education,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105070,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,286567.6,USD,286567.6,1981,,,,31110 - Agricultural policy and administrative management,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105100,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,25959.68,USD,25959.68,1981,,,,12110 - Health Policy and Administrative Management,,,2026-06-16,Indonesia,False,Asia and Pacific,Healthcare,,Equity,,
DFC,9000105261,,Republic of Zimbabwe,Zimbabwe,Africa,Finance and Insurance,TPL IG,49324830.62,USD,49324830.62,1982,,,,16220 - Low-Cost Housing,,,2026-04-06,Zimbabwe,False,Sub-Saharan Africa,Real Estate and Housing,,Loan,,
DFC,9000105020,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,25000000.0,USD,25000000.0,1982,,,,43040 - Rural Development,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105027,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,15000000.0,USD,15000000.0,1982,,,,99810 - Sectors not Specified - Includes contributions to general development of the recipient under program 53010(balance of payments support),,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105135,,Republic of Zimbabwe,Zimbabwe,Africa,Finance and Insurance,DI,4148971.16,USD,4148971.16,1982,,,,21061 - Storage,,,2026-04-06,Zimbabwe,False,Sub-Saharan Africa,Financial Services,,Equity,,
DFC,9000105021,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,2000000.0,USD,2000000.0,1982,,,,43040 - Rural Development,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105077,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,1500000.0,USD,1500000.0,1982,,,,25020 - Privatization,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105071,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,1477873.6,USD,1477873.6,1982,,,,31110 - Agricultural policy and administrative management,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105161,,Caribbean Food Corporation,Trinidad & Tobago,Western Hem,Finance and Insurance,DI,1448020.12,USD,1448020.12,1982,,,,99810 - Sectors not Specified - Includes contributions to general development of the recipient under program 53010(balance of payments support),,,2026-04-06,Trinidad and Tobago,False,Latin America and Caribbean,Agriculture and Food,,Equity,,
DFC,9000105066,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,1175983.03,USD,1175983.03,1982,,,,99810 - Sectors not Specified - Includes contributions to general development of the recipient under program 53010(balance of payments support),,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105200,,Democratic Republic Of The Sudan,Sudan,Africa,Finance and Insurance,DI,204944.53,USD,204944.53,1982,,,,60040 - Rescheduling and Refinancing,,,2026-04-06,Sudan,False,Sub-Saharan Africa,Financial Services,,Equity,,
DFC,9000105003,,Republic of India,India,Asia,Finance and Insurance,DI,31400000.0,USD,31400000.0,1983,,,,31140 - Agricultural Water Resources,,,2026-06-16,India,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105028,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,16115613.73,USD,16115613.73,1983,,,,99810 - Sectors not Specified - Includes contributions to general development of the recipient under program 53010(balance of payments support),,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105022,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,16000000.0,USD,16000000.0,1983,,,,43040 - Rural Development,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105136,,Republic of Kenya,Kenya,Africa,Finance and Insurance,DI,11600000.0,USD,11600000.0,1983,,,,25020 - Privatization,,,2026-04-06,Kenya,False,Sub-Saharan Africa,Financial Services,,Equity,,
DFC,9000105007,,Republic of India,India,Asia,Finance and Insurance,DI,10000000.0,USD,10000000.0,1983,,,,14010 - Water Resources Policy and Administrative Management,,,2026-06-16,India,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105159,,Caribbean Financial Services Corp,Barbados,Western Hem,Finance and Insurance,DI,7453277.68,USD,7453277.68,1983,,,,24030 - Formal Sector Financial Intermediaries,,,2026-04-06,Barbados,False,Latin America and Caribbean,Financial Services,,Equity,,
DFC,9000105158,,Antigua and Barbuda,Antigua And Barbuda,Western Hem,Finance and Insurance,DI,6623823.51,USD,6623823.51,1983,,,,14010 - Water Resources Policy and Administrative Management,,,2026-04-06,Antigua and Barbuda,False,Latin America and Caribbean,Infrastructure and Transport,,Equity,,
DFC,9000105112,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,5150000.0,USD,5150000.0,1983,,,,11120 - Education Facilities and Training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105041,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,4799821.18,USD,4799821.18,1983,,,,12250 - Infectious Disease Control,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105055,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,3888752.52,USD,3888752.52,1983,,,,13030 - Family Planning,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105002,,Republic of India,India,Asia,Finance and Insurance,DI,3860072.99,USD,3860072.99,1983,,,,31210 - Forestry Policy and Administrative Management,,,2026-06-16,India,False,South Asia,Agriculture and Food,,Equity,,
DFC,9000105130,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,3494360.09,USD,3494360.09,1983,,,,23010 - Energy policy and administrative management,,,2026-06-16,Indonesia,False,Asia and Pacific,Energy,,Equity,,
DFC,9000105054,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,2944145.46,USD,2944145.46,1983,,,,13030 - Family Planning,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105000,,Republic of India,India,Asia,Finance and Insurance,DI,2000000.0,USD,2000000.0,1983,,,,12240 - Basic Nutrition,,,2026-06-16,India,False,South Asia,Financial Services,,Equity,,
DFC,9000105018,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,1945688.51,USD,1945688.51,1983,,,,31210 - Forestry Policy and Administrative Management,,,2026-04-06,Sri Lanka,False,South Asia,Agriculture and Food,,Equity,,
DFC,9000105049,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,998952.51,USD,998952.51,1983,,,,25020 - Privatization,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105016,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,987179.23,USD,987179.23,1983,,,,14010 - Water Resources Policy and Administrative Management,,,2026-04-06,Sri Lanka,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105185,,Republic of the Philippines,Philippines,Asia,Finance and Insurance,DI,984336.72,USD,984336.72,1983,,,,12220 - Basic Health Care,,,2026-06-16,Philippines,False,Asia and Pacific,Healthcare,,Equity,,
DFC,9000105067,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,194518.25,USD,194518.25,1983,,,,99810 - Sectors not Specified - Includes contributions to general development of the recipient under program 53010(balance of payments support),,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105179,,Republic of the Philippines,Philippines,Asia,Finance and Insurance,DI,181822.83,USD,181822.83,1983,,,,33120 - Trade facilitation,,,2026-06-16,Philippines,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105162,,Bank of Antigua Limited/Antigua and Barbuda,Antigua And Barbuda,Western Hem,Finance and Insurance,DI,150000.0,USD,150000.0,1983,,,,31310 - Fishing Policy and Administrative Management,,,2026-04-06,Antigua and Barbuda,False,Latin America and Caribbean,Financial Services,,Equity,,
DFC,9000105186,,Republic of the Philippines,Philippines,Asia,Finance and Insurance,DI,63438.02,USD,63438.02,1983,,,,11110 - Education Policy and Administrative Management,,,2026-06-16,Philippines,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105010,,Republic of India,India,Asia,Finance and Insurance,DI,24900000.0,USD,24900000.0,1984,,,,31140 - Agricultural Water Resources,,,2026-06-16,India,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105023,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,24368910.82,USD,24368910.82,1984,,,,43040 - Rural Development,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105085,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,14211986.92,USD,14211986.92,1984,,,,24030 - Formal Sector Financial Intermediaries,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105137,,Republic of Kenya,Kenya,Africa,Finance and Insurance,DI,12999999.06,USD,12999999.06,1984,,,,31110 - Agricultural policy and administrative management,,,2026-06-16,Kenya,False,Sub-Saharan Africa,Financial Services,,Equity,,
DFC,9000105006,,Republic of India,India,Asia,Finance and Insurance,DI,12928000.0,USD,12928000.0,1984,,,,14010 - Water Resources Policy and Administrative Management,,,2026-06-16,India,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105138,,Republic of Kenya,Kenya,Africa,Finance and Insurance,DI,9314207.21,USD,9314207.21,1984,,,,25020 - Privatization,,,2026-04-06,Kenya,False,Sub-Saharan Africa,Financial Services,,Equity,,
DFC,9000105005,,Republic of India,India,Asia,Finance and Insurance,DI,7599999.68,USD,7599999.68,1984,,,,31140 - Agricultural Water Resources,,,2026-06-16,India,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105160,,St. Vincent,St. Vincent and the Grenadines,Western Hem,Finance and Insurance,DI,6891684.24,USD,6891684.24,1984,,,,23065 - Hydro-Electric Power Plants,,,2026-04-06,Saint Vincent and the Grenadines,False,Latin America and Caribbean,Energy,,Equity,,
DFC,9000105056,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,6300771.48,USD,6300771.48,1984,,,,13030 - Family Planning,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105083,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,5382648.18,USD,5382648.18,1984,,,,31110 - Agricultural policy and administrative management,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105121,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,4371308.92,USD,4371308.92,1984,,,,11110 - Education Policy and Administrative Management,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105004,,Republic of India,India,Asia,Finance and Insurance,DI,4344487.52,USD,4344487.52,1984,,,,12240 - Basic Nutrition,,,2026-06-16,India,False,South Asia,Financial Services,,Equity,,
DFC,9000105087,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,4244083.29,USD,4244083.29,1984,,,,31110 - Agricultural policy and administrative management,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105081,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,3936113.36,USD,3936113.36,1984,,,,31110 - Agricultural policy and administrative management,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105042,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,3037939.64,USD,3037939.64,1984,,,,12250 - Infectious Disease Control,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105131,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,2254774.76,USD,2254774.76,1984,,,,23010 - Energy policy and administrative management,,,2026-06-16,Indonesia,False,Asia and Pacific,Energy,,Equity,,
DFC,9000105114,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,2100000.0,USD,2100000.0,1984,,,,11120 - Education Facilities and Training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105030,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,1857186.33,USD,1857186.33,1984,,,,31183 - Agricultural Research,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105045,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,1479096.67,USD,1479096.67,1984,,,,14020 - Water Supply and Sanitation - Large Systems,,,2026-04-06,Sri Lanka,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105088,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,1200000.0,USD,1200000.0,1984,,,,11120 - Education Facilities and Training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105116,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,1170000.0,USD,1170000.0,1984,,,,11120 - Education Facilities and Training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105115,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,1000000.0,USD,1000000.0,1984,,,,11120 - Education Facilities and Training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105079,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,843707.62,USD,843707.62,1984,,,,25020 - Privatization,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105187,,Republic of the Philippines,Philippines,Asia,Finance and Insurance,DI,354263.55,USD,354263.55,1984,,,,11110 - Education Policy and Administrative Management,,,2026-06-16,Philippines,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105202,,Democratic Republic Of The Sudan,Sudan,Africa,Finance and Insurance,DI,316056.96,USD,316056.96,1984,,,,60040 - Rescheduling and Refinancing,,,2026-04-06,Sudan,False,Sub-Saharan Africa,Financial Services,,Equity,,
DFC,9000105201,,Democratic Republic Of The Sudan,Sudan,Africa,Finance and Insurance,DI,297788.82,USD,297788.82,1984,,,,60040 - Rescheduling and Refinancing,,,2026-04-06,Sudan,False,Sub-Saharan Africa,Financial Services,,Equity,,
DFC,9000105122,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,190000.0,USD,190000.0,1984,,,,11110 - Education Policy and Administrative Management,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105024,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,184897.7,USD,184897.7,1984,,,,43040 - Rural Development,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105082,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,70000.0,USD,70000.0,1984,,,,31110 - Agricultural policy and administrative management,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105263,,Republic of Zimbabwe,Zimbabwe,Africa,Finance and Insurance,TPL IG,48421954.98,USD,48421954.98,1985,,,,16220 - Low-Cost Housing,,,2026-04-06,Zimbabwe,False,Sub-Saharan Africa,Real Estate and Housing,,Loan,,
DFC,9000105012,,Republic of India,India,Asia,Finance and Insurance,DI,16400000.0,USD,16400000.0,1985,,,,31210 - Forestry Policy and Administrative Management,,,2026-06-16,India,False,South Asia,Agriculture and Food,,Equity,,
DFC,9000105134,,Kingdom of Morocco,Morocco,MENA,Finance and Insurance,DI,13500000.0,USD,13500000.0,1985,,,,72010 - Emergency/Distress Relief,,,2026-06-16,Morocco,False,Middle East and North Africa,Financial Services,,Equity,,
DFC,9000105011,,Republic of India,India,Asia,Finance and Insurance,DI,9982074.99,USD,9982074.99,1985,,,,31140 - Agricultural Water Resources,,,2026-06-16,India,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105025,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,7759547.09,USD,7759547.09,1985,,,,43040 - Rural Development,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105163,,Central American Bank for Economic Integration,Honduras,Western Hem,Finance and Insurance,DI,6799846.64,USD,6799846.64,1985,,,,99810 - Sectors not Specified - Includes contributions to general development of the recipient under program 53010(balance of payments support),,,2026-04-06,Honduras,False,Latin America and Caribbean,Financial Services,,Equity,,
DFC,9000105165,,BANCO CENTROAMERICANO DE INTEGRACION,Honduras,Western Hem,Finance and Insurance,DI,4970000.0,USD,4970000.0,1985,,,,99810 - Sectors not Specified - Includes contributions to general development of the recipient under program 53010(balance of payments support),,,2026-04-06,Honduras,False,Latin America and Caribbean,Financial Services,,Equity,,
DFC,9000105105,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,4171491.72,USD,4171491.72,1985,,,,12220 - Basic Health Care,,,2026-06-16,Indonesia,False,Asia and Pacific,Healthcare,,Equity,,
DFC,9000105074,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,4075000.0,USD,4075000.0,1985,,,,31181 - Agricultural education/training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105089,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,3364173.6,USD,3364173.6,1985,,,,31140 - Agricultural Water Resources,,,2026-06-16,Indonesia,False,Asia and Pacific,Infrastructure and Transport,,Equity,,
DFC,9000105046,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,3171679.47,USD,3171679.47,1985,,,,14020 - Water Supply and Sanitation - Large Systems,,,2026-04-06,Sri Lanka,False,South Asia,Infrastructure and Transport,,Equity,,
DFC,9000105073,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,2368361.35,USD,2368361.35,1985,,,,31181 - Agricultural education/training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105117,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,1959000.0,USD,1959000.0,1985,,,,11120 - Education Facilities and Training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105084,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,1832921.02,USD,1832921.02,1985,,,,31110 - Agricultural policy and administrative management,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105043,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,1499138.15,USD,1499138.15,1985,,,,12250 - Infectious Disease Control,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105029,,Department of External Resources,Sri Lanka,Asia,Finance and Insurance,DI,1340250.08,USD,1340250.08,1985,,,,31183 - Agricultural Research,,,2026-04-06,Sri Lanka,False,South Asia,Financial Services,,Equity,,
DFC,9000105104,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,236726.33,USD,236726.33,1985,,,,12220 - Basic Health Care,,,2026-06-16,Indonesia,False,Asia and Pacific,Healthcare,,Equity,,
DFC,9000105166,,BANCO CENTROAMERICANO DE INTEGRACION,Honduras,Western Hem,Finance and Insurance,DI,230000.0,USD,230000.0,1985,,,,99810 - Sectors not Specified - Includes contributions to general development of the recipient under program 53010(balance of payments support),,,2026-04-06,Honduras,False,Latin America and Caribbean,Financial Services,,Equity,,
DFC,9000105118,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,41000.0,USD,41000.0,1985,,,,11120 - Education Facilities and Training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
DFC,9000105075,,Republic of Indonesia,Indonesia,Asia,Finance and Insurance,DI,31812.36,USD,31812.36,1985,,,,31181 - Agricultural education/training,,,2026-06-16,Indonesia,False,Asia and Pacific,Financial Services,,Equity,,
